Part,SN,Config,NO.,Mode,Gloss1,Gloss2,"Gloss_avg1,2",Gloss3,Gloss4,L1.D65,A1.D65,B1.D65,L1.F2,A1.F2,B1.F2,L1.A,A1.A,B1.A,L2.D65,A2.D65,B2.D65,L2.F2,A2.F2,B2.F2,L2.A,A2.A,B2.A,Lvalue,Avalue,Bvalue,"L.F2_avg1,2","A.F2_avg1,2","B.F2_avg1,2","L.A_avg1,2","A.A_avg1,2","B.A_avg1,2",L3.D65,A3.D65,B3.D65,L3.F2,A3.F2,B3.F2,L3.A,A3.A,B3.A,L4.D65,A4.D65,B4.D65,L4.F2,A4.F2,B4.F2,L4.A,A4.A,B4.A,F,Config 2,Items,dye1,dye2,Temp,Time,Na2SO4 (g/L),Dyeing pH,DE*cmc
Bucket,MJS0000067101048,6,64,SCI,11.93,12.24,12.085,15.2,16.2,86.69,2.89,4.18,87.17,1.68,4.79,87.33,3.33,5.4,86.8,2.9,4.16,87.27,1.69,4.77,87.43,3.31,5.38,86.745,2.895,4.17,87.22,1.685,4.78,87.38,3.32,5.39,86.68,2.97,4.35,87.18,1.72,4.98,87.34,3.41,5.6,87.29,3.06,4.47,87.8,1.76,5.13,87.96,3.5,5.76,12.6,6,−−+−,0.2,0.032,16,5.6,1,6.8,2.28
Bucket,MJS0000067311342,6,65,SCI,11.59,12.25,11.92,14.8,15.3,87.09,2.9,4.1,87.56,1.68,4.7,87.72,3.31,5.33,87.28,2.87,4.03,87.75,1.66,4.62,87.9,3.25,5.24,87.185,2.885,4.065,87.655,1.67,4.66,87.81,3.28,5.285,86.88,3.05,4.27,87.38,1.77,4.9,87.54,3.46,5.54,87.63,3.07,4.4,88.13,1.77,5.04,88.29,3.49,5.69,11.1,6,−−+−,0.2,0.032,16,5.6,1,6.8,2.37
Bucket,MJS0000067311368,6,66,SCI,12.28,12.73,12.505,15,15.6,87.25,2.84,3.97,87.71,1.65,4.56,87.86,3.23,5.16,87.34,2.82,3.91,87.8,1.64,4.48,87.95,3.19,5.09,87.295,2.83,3.94,87.755,1.645,4.52,87.905,3.21,5.125,86.97,3.04,4.27,87.47,1.76,4.91,87.63,3.45,5.54,87.79,3.1,4.41,88.29,1.79,5.06,88.45,3.52,5.71,9.4,6,−−+−,0.2,0.032,16,5.6,1,6.8,2.49
Bucket,MJS0000067062997,6,67,SCI,12.84,13.02,12.93,15.5,15.8,87.51,2.74,3.91,87.97,1.59,4.48,88.11,3.13,5.07,87.59,2.79,3.91,88.05,1.62,4.48,88.19,3.16,5.08,87.55,2.765,3.91,88.01,1.605,4.48,88.15,3.145,5.075,86.59,3.18,4.15,87.08,1.88,4.76,87.26,3.59,5.45,88.01,3.09,4.39,88.51,1.78,5.04,88.67,3.5,5.69,9.6,6,−−+−,0.2,0.032,16,5.6,1,6.8,2.57
Bucket,MJS0000067240863,6,68,SCI,12.75,12.93,12.84,16.8,17.1,86.97,2.83,4.19,87.44,1.64,4.8,87.6,3.27,5.39,87.04,2.86,4.13,87.51,1.66,4.73,87.66,3.27,5.33,87.005,2.845,4.16,87.475,1.65,4.765,87.63,3.27,5.36,86.71,2.94,4.24,87.21,1.7,4.87,87.36,3.35,5.48,86.84,3.23,4.38,87.34,1.89,5.02,87.52,3.68,5.7,12.8,6,−−+−,0.2,0.032,16,5.6,1,6.8,2.33
Kickstand,MJS0000067207930,7,69,SCI,12.9,12.43,12.665,11.74,12.28,86.69,3.62,6.19,87.36,2.09,7.12,87.49,4.15,7.83,86.83,3.58,6.19,87.51,2.04,7.07,87.64,4.02,7.75,86.76,3.6,6.19,87.435,2.065,7.095,87.565,4.085,7.79,86.45,3.78,6.53,87.16,2.16,7.48,87.31,4.29,8.21,86.49,3.79,6.36,87.21,2.2,7.35,87.37,4.29,8.08,11,7,+−−−,0.3,0.032,14,5.6,1,6.8,1.48
Kickstand,MJS0000067310850,7,70,SCI,12.35,12.16,12.255,11.58,11.99,86.55,3.57,6.01,87.26,2.04,6.91,87.39,4.04,7.61,86.71,3.52,6.04,87.39,2.03,6.97,87.58,3.99,7.59,86.63,3.545,6.025,87.325,2.035,6.94,87.485,4.015,7.6,86.39,3.67,6.23,87.08,2.12,7.19,87.26,4.14,7.88,86.26,3.86,6.45,87,2.23,7.41,87.16,4.35,8.15,11.6,7,+−−−,0.3,0.032,14,5.6,1,6.8,1.43
Kickstand,MJS0000067343219,7,71,SCI,12.76,12.29,12.525,11.65,11.71,86.68,3.56,6.08,87.37,2.03,6.98,87.51,4.05,7.67,86.75,3.53,6.12,87.45,2.01,7.04,87.59,4.02,7.72,86.715,3.545,6.1,87.41,2.02,7.01,87.55,4.035,7.695,86.35,3.8,6.57,87.1,2.16,7.55,87.24,4.32,8.29,86.33,3.81,6.38,87.06,2.17,7.33,87.21,4.32,8.07,11.6,7,+−−−,0.3,0.032,14,5.6,1,6.8,1.49
Kickstand,MJS0000067501398,7,72,SCI,12.91,12.46,12.685,12.17,12.15,86.91,3.61,6.22,87.61,2.06,7.14,87.76,4.1,7.84,87.07,3.53,6.18,87.77,2.01,7.11,87.91,4.01,7.78,86.99,3.57,6.2,87.69,2.035,7.125,87.835,4.055,7.81,86.62,3.77,6.56,87.37,2.14,7.54,87.51,4.29,8.27,86.61,3.82,6.45,87.35,2.17,7.41,87.5,4.33,8.15,10.8,7,+−−−,0.3,0.032,14,5.6,1,6.8,1.55
Kickstand,MJS0000067343227,7,73,SCI,11.82,11.8,11.81,10.99,11.79,86.44,3.62,6.22,87.14,2.07,7.14,87.29,4.13,7.84,86.63,3.54,6.17,87.34,2.02,7.09,87.47,4.03,7.76,86.535,3.58,6.195,87.24,2.045,7.115,87.38,4.08,7.8,86.21,3.73,6.44,86.94,2.12,7.4,87.08,4.25,8.12,86.3,3.76,6.35,87.03,2.14,7.29,87.18,4.28,8.02,10.4,7,+−−−,0.3,0.032,14,5.6,1,6.8,1.51
Kickstand,MJS0000067207942,7,74,SCI,11.89,11.71,11.8,11.16,11.93,86.54,3.61,6.21,87.24,2.06,7.13,87.39,4.12,7.83,86.74,3.51,6.13,87.44,2,7.05,87.57,4,7.71,86.64,3.56,6.17,87.34,2.03,7.09,87.48,4.06,7.77,86.46,3.68,6.34,87.18,2.09,7.28,87.32,4.19,8,86.52,3.72,6.25,87.23,2.12,7.18,87.38,4.22,7.9,12.6,7,+−−−,0.3,0.032,14,5.6,1,6.8,1.52
Bucket,MJS0000067311169,7,75,SCI,11.63,12.44,12.035,11.9,12.6,86.83,3.65,6.23,87.54,2.08,7.16,87.69,4.16,7.88,86.97,3.65,6.19,87.68,2.07,7.11,87.82,4.13,7.82,86.9,3.65,6.21,87.61,2.075,7.135,87.755,4.145,7.85,85.56,4.01,6.86,86.34,2.28,7.89,86.5,4.55,8.65,85.7,3.95,6.84,86.47,2.23,7.86,86.63,4.51,8.61,12.3,7,+−−−,0.3,0.032,14,5.6,1,6.8,1.42
Bucket,MJS0000067063329,7,76,SCI,11.76,12.45,12.105,11.6,11.5,87.15,3.51,5.91,87.83,2,6.8,87.97,3.98,7.49,87.29,3.48,5.84,87.96,1.98,6.73,88.1,3.93,7.4,87.22,3.495,5.875,87.895,1.99,6.765,88.035,3.955,7.445,86.02,3.98,6.76,86.8,2.26,7.78,86.95,4.51,8.55,86.23,3.93,6.77,86.99,2.22,7.79,87.14,4.47,8.53,11.6,7,+−−−,0.3,0.032,14,5.6,1,6.8,1.45
Bucket,MJS0000067063299,7,77,SCI,12.25,12.64,12.445,12.1,12.6,87.05,3.52,5.93,87.73,2.01,6.83,87.87,3.99,7.52,87.12,3.52,5.91,87.8,2,6.8,87.94,3.98,7.49,87.085,3.52,5.92,87.765,2.005,6.815,87.905,3.985,7.505,85.26,3.9,6.75,86.03,2.21,7.77,86.19,4.46,8.5,85.06,3.95,6.82,85.83,2.23,7.85,85.99,4.5,8.6,10.6,7,+−−−,0.3,0.032,14,5.6,1,6.8,1.43
Bucket,MJS0000067207160,7,78,SCI,11.99,12.54,12.265,11.8,12.5,86.89,3.6,6.12,87.59,2.05,7.05,87.73,4.09,7.75,86.96,3.63,6.12,87.66,2.06,7.05,87.8,4.1,7.75,86.925,3.615,6.12,87.625,2.055,7.05,87.765,4.095,7.75,85.21,3.97,6.85,85.99,2.26,7.88,86.15,4.54,8.62,85.3,3.99,6.9,86.07,2.26,7.94,86.23,4.55,8.69,10.3,7,+−−−,0.3,0.032,14,5.6,1,6.8,1.4
Bucket,MJS0000067100968,7,79,SCI,12.93,13.01,12.97,12.1,11.8,87.38,3.42,5.86,88.06,1.95,6.74,88.19,3.89,7.41,87.37,3.48,5.87,88.05,1.98,6.76,88.18,3.94,7.44,87.375,3.45,5.865,88.055,1.965,6.75,88.185,3.915,7.425,85.52,3.92,6.69,86.28,2.23,7.71,86.44,4.46,8.44,85.17,3.93,6.73,85.93,2.22,7.74,86.09,4.47,8.49,11,7,+−−−,0.3,0.032,14,5.6,1,6.8,1.53
Bucket,MJS0000067162539,7,80,SCI,13.03,13.17,13.1,12.3,12.8,87.22,3.51,6.02,87.91,1.99,6.93,88.04,3.99,7.61,87.27,3.56,6.04,87.96,2.02,6.95,88.1,4.02,7.64,87.245,3.535,6.03,87.935,2.005,6.94,88.07,4.005,7.625,85.71,3.88,6.7,86.48,2.21,7.71,86.63,4.43,8.44,84.99,3.94,6.82,85.76,2.23,7.84,85.91,4.49,8.59,10.7,7,+−−−,0.3,0.032,14,5.6,1,6.8,1.49
Kickstand,MJS0000067343404,8,81,SCI,12.53,12.54,12.535,11.67,12.13,85.28,5.42,7.77,86.18,3.18,8.9,86.44,6.02,10.05,85.48,5.33,7.63,86.37,3.13,8.74,86.62,5.92,9.88,85.38,5.375,7.7,86.275,3.155,8.82,86.53,5.97,9.965,85.01,5.58,8.4,85.98,3.24,9.62,86.23,6.22,10.79,85,5.62,8.27,85.97,3.27,9.47,86.22,6.25,10.65,10.9,8,000A,0.25,0.04,15,8.4,1,6.8,1.83
Kickstand,MJS0000067385064,8,82,SCI,13.16,12.77,12.965,12.21,12.61,85.59,5.33,7.63,86.47,3.13,8.73,86.72,5.92,9.87,85.71,5.28,7.57,86.59,3.1,8.67,86.84,5.86,9.8,85.65,5.305,7.6,86.53,3.115,8.7,86.78,5.89,9.835,85.25,5.59,8.47,86.23,3.25,9.7,86.48,6.24,10.88,85.16,5.69,8.46,86.14,3.31,9.68,86.4,6.33,10.88,12.4,8,000A,0.25,0.04,15,8.4,1,6.8,1.7
Kickstand,MJS0000067207859,8,83,SCI,12.32,12.28,12.3,11.55,12.2,85.18,5.41,7.7,86.07,3.18,8.81,86.33,6.01,9.96,85.39,5.32,7.59,86.28,3.13,8.7,86.52,5.91,9.83,85.285,5.365,7.645,86.175,3.155,8.755,86.425,5.96,9.895,84.97,5.57,8.31,85.93,3.25,9.51,86.18,6.21,10.68,85.01,5.61,8.21,85.97,3.27,9.41,86.22,6.24,10.58,11.7,8,000A,0.25,0.04,15,8.4,1,6.8,1.78
Kickstand,MJS0000067343388,8,84,SCI,13.02,12.88,12.95,12.49,13.02,85.41,5.36,7.75,86.3,3.14,8.87,86.56,5.96,10,85.45,5.4,7.57,86.34,3.18,8.68,86.59,5.98,9.83,85.43,5.38,7.66,86.32,3.16,8.775,86.575,5.97,9.915,85.13,5.63,8.52,86.11,3.27,9.75,86.36,6.27,10.93,85.05,5.7,8.46,86.04,3.31,9.68,86.29,6.34,10.87,11.8,8,000A,0.25,0.04,15,8.4,1,6.8,1.79
Kickstand,MJS0000067423909,8,85,SCI,12.44,12.52,12.48,11.9,12.14,85.54,5.32,7.49,86.41,3.13,8.58,86.67,5.91,9.71,85.75,5.24,7.42,86.63,3.08,8.5,86.87,5.81,9.61,85.645,5.28,7.455,86.52,3.105,8.54,86.77,5.86,9.66,85.39,5.51,8.12,86.33,3.21,9.3,86.58,6.13,10.47,85.32,5.54,7.96,86.25,3.24,9.11,86.51,6.15,10.28,12,8,000A,0.25,0.04,15,8.4,1,6.8,1.56
Kickstand,MJS0000067310839,8,86,SCI,13.26,13.17,13.215,12.14,13.11,85.51,5.31,7.5,86.38,3.12,8.58,86.64,5.89,9.72,85.66,5.29,7.5,86.55,3.11,8.59,86.79,5.86,9.72,85.585,5.3,7.5,86.465,3.115,8.585,86.715,5.875,9.72,85.06,5.69,8.6,86.05,3.3,9.84,86.3,6.34,11.04,85.16,5.71,8.41,86.14,3.32,9.62,86.39,6.34,10.83,10.8,8,000A,0.25,0.04,15,8.4,1,6.8,1.61
Bucket,MJS0000067128699,8,87,SCI,12.47,12.66,12.565,12.3,12.3,85.63,5.25,7.5,86.5,3.07,8.6,86.75,5.85,9.72,85.6,5.34,7.7,86.49,3.12,8.82,86.75,5.94,9.95,85.615,5.295,7.6,86.495,3.095,8.71,86.75,5.895,9.835,84.55,5.68,8.61,85.54,3.3,9.87,85.81,6.36,11.03,83.92,5.77,8.46,84.88,3.36,9.69,85.16,6.45,10.89,11.3,8,000A,0.25,0.04,15,8.4,1,6.8,1.7
Bucket,MJS0000067207220,8,88,SCI,12.39,12.84,12.615,15.3,15.8,85.76,5.37,7.83,86.68,3.13,8.97,86.93,5.98,10.12,85.76,5.43,7.86,86.68,3.17,9.01,86.93,6.02,10.16,85.76,5.4,7.845,86.68,3.15,8.99,86.93,6,10.14,85.35,5.72,8.71,86.35,3.31,9.98,86.61,6.38,11.16,85.09,5.76,8.96,86.11,3.31,10.27,86.36,6.43,11.44,11.3,8,000A,0.25,0.04,15,8.4,1,6.8,1.95
Bucket,MJS0000067100950,8,89,SCI,12.8,12.96,12.88,12.1,12.9,85.87,5.22,7.57,86.76,3.05,8.68,87,5.81,9.79,85.83,5.34,7.76,86.73,3.11,8.89,86.98,5.92,10.02,85.85,5.28,7.665,86.745,3.08,8.785,86.99,5.865,9.905,84.7,5.76,8.66,85.69,3.35,9.93,85.96,6.44,11.11,84.38,5.8,8.85,85.39,3.35,10.14,85.65,6.48,11.33,10.5,8,000A,0.25,0.04,15,8.4,1,6.8,1.75
Bucket,MJS0000067128948,8,90,SCI,11.96,12.47,12.215,12.4,12.8,85.4,5.39,7.81,86.31,3.15,8.95,86.56,6.01,10.1,85.49,5.39,7.74,86.39,3.14,8.87,86.64,5.98,10.01,85.445,5.39,7.775,86.35,3.145,8.91,86.6,5.995,10.055,83.98,5.68,8.66,84.97,3.29,9.92,85.23,6.37,11.08,83.76,5.73,8.77,84.75,3.3,10.05,85.01,6.41,11.21,11.4,8,000A,0.25,0.04,15,8.4,1,6.8,1.9
Bucket,MJS0000067063614,8,91,SCI,11.39,12.12,11.755,11.8,12.1,85.21,5.44,7.77,86.11,3.19,8.9,86.37,6.06,10.06,85.34,5.42,7.66,86.24,3.18,8.77,86.5,6.02,9.93,85.275,5.43,7.715,86.175,3.185,8.835,86.435,6.04,9.995,83.86,5.85,8.76,84.87,3.4,10.05,85.14,6.53,11.24,83.51,5.85,8.9,84.51,3.38,10.2,84.78,6.55,11.39,11.9,8,000A,0.25,0.04,15,8.4,1,6.8,1.86
Bucket,MJS0000067207303,8,92,SCI,11.75,12.42,12.085,12.3,12.9,85.38,5.47,7.94,86.3,3.19,9.11,86.56,6.1,10.27,85.48,5.43,7.8,86.39,3.18,8.94,86.64,6.03,10.09,85.43,5.45,7.87,86.345,3.185,9.025,86.6,6.065,10.18,84.01,5.84,9.02,85.03,3.38,10.34,85.31,6.55,11.52,83.41,5.75,8.87,84.41,3.32,10.17,84.67,6.43,11.33,11.6,8,000A,0.25,0.04,15,8.4,1,6.8,2
Kickstand,MJS0000067384742,9,93,SCI,11.85,11.73,11.79,10.96,11.58,86.03,4.25,7.3,86.85,2.4,8.38,87.02,4.79,9.21,86.26,4.11,7.16,87.08,2.31,8.23,87.23,4.63,9.03,86.145,4.18,7.23,86.965,2.355,8.305,87.125,4.71,9.12,85.8,4.42,7.73,86.69,2.47,8.89,86.84,4.97,9.74,85.87,4.44,7.63,86.75,2.49,8.77,86.91,4.99,9.63,11.6,9,+−+−,0.3,0.032,16,5.6,1,6.8,1.77
Kickstand,MJS0000067310781,9,94,SCI,12.13,11.9,12.015,11.35,11.67,86.05,4.21,7.1,86.87,2.38,8.16,87.02,4.72,8.99,86.24,4.1,7.04,87.06,2.31,8.1,87.21,4.6,8.9,86.145,4.155,7.07,86.965,2.345,8.13,87.115,4.66,8.945,85.8,4.42,7.65,86.68,2.47,8.81,86.83,4.95,9.67,85.79,4.45,7.56,86.67,2.5,8.69,86.83,4.97,9.56,11.9,9,+−+−,0.3,0.032,16,5.6,1,6.8,1.61
Kickstand,MJS0000067207770,9,95,SCI,12.42,12.12,12.27,11.5,12.27,86.1,4.1,6.96,86.9,2.32,7.99,87.05,4.61,8.8,86.21,4.09,7.03,87.02,2.3,8.08,87.16,4.59,8.88,86.155,4.095,6.995,86.96,2.31,8.035,87.105,4.6,8.84,85.66,4.56,7.98,86.58,2.55,9.17,86.73,5.12,10.06,85.85,4.51,7.75,86.75,2.53,8.91,86.91,5.05,9.78,11,9,+−+−,0.3,0.032,16,5.6,1,6.8,1.59
Kickstand,MJS0000067423925,9,96,SCI,12.48,12.24,12.36,11.74,12.27,86.51,4.07,6.93,87.3,2.3,7.96,87.45,4.58,8.76,86.61,4.09,7.09,87.43,2.29,8.15,87.57,4.59,8.95,86.56,4.08,7.01,87.365,2.295,8.055,87.51,4.585,8.855,86.03,4.56,8.1,86.96,2.54,9.31,87.11,5.12,10.19,86.14,4.59,7.93,87.06,2.56,9.12,87.22,5.13,10.01,11.4,9,+−+−,0.3,0.032,16,5.6,1,6.8,1.63
Kickstand,MJS0000067423917,9,97,SCI,12.05,12.05,12.05,11.46,12.13,86.21,4.16,7.08,87,2.37,8.14,87.14,4.68,8.94,86.36,4.14,7.09,87.16,2.31,8.15,87.29,4.65,8.98,86.285,4.15,7.085,87.08,2.34,8.145,87.215,4.665,8.96,85.83,4.49,7.91,86.75,2.56,9.07,86.92,5.08,9.91,85.91,4.55,7.75,86.82,2.57,8.88,87.01,5.05,9.75,10.7,9,+−+−,0.3,0.032,16,5.6,1,6.8,1.63
Kickstand,MJS0000067241373,9,98,SCI,12.66,12.3,12.48,11.76,12.29,86.11,4.15,7.02,86.9,2.34,8.03,87.05,4.69,8.83,86.21,4.07,7.02,87.04,2.31,8.04,87.18,4.58,8.84,86.16,4.11,7.02,86.97,2.325,8.035,87.115,4.635,8.835,85.76,4.56,8.07,86.68,2.54,9.25,86.78,5.12,10.13,85.8,4.48,7.62,86.64,2.54,8.78,86.81,4.99,9.65,11.3,9,+−+−,0.3,0.032,16,5.6,1,6.8,1.6
Bucket,MJS0000067128983,9,99,SCI,11.84,12.35,12.095,11.8,12.1,86.35,4.14,6.96,87.17,2.33,8.02,87.32,4.63,8.83,86.47,4.14,6.96,87.28,2.33,8.01,87.43,4.62,8.82,86.41,4.14,6.96,87.225,2.33,8.015,87.375,4.625,8.825,85.22,4.77,8.3,86.17,2.67,9.56,86.34,5.35,10.46,84.85,4.72,8.27,85.79,2.63,9.52,85.95,5.3,10.41,11.6,9,+−+−,0.3,0.032,16,5.6,1,6.8,1.49
Bucket,MJS0000067162749,9,100,SCI,12.77,12.9,12.835,15.7,16.2,86.65,4.15,7.13,87.48,2.33,8.2,87.63,4.66,9.02,86.69,4.17,7.06,87.51,2.34,8.12,87.66,4.65,8.95,86.67,4.16,7.095,87.495,2.335,8.16,87.645,4.655,8.985,85.87,4.48,7.86,86.77,2.51,9.04,86.93,5.04,9.89,85.52,4.64,8.08,86.44,2.58,9.3,86.6,5.2,10.19,11.7,9,+−+−,0.3,0.032,16,5.6,1,6.8,1.64
Bucket,MJS0000067162726,9,101,SCI,12.79,12.99,12.89,15.2,14.2,86.62,4.05,6.89,87.42,2.27,7.94,87.56,4.54,8.73,86.57,4.08,6.88,87.37,2.29,7.92,87.51,4.56,8.72,86.595,4.065,6.885,87.395,2.28,7.93,87.535,4.55,8.725,85.95,4.56,8.03,86.87,2.55,9.25,87.03,5.12,10.11,86.12,4.72,8.35,87.07,2.62,9.61,87.23,5.29,10.51,11.9,9,+−+−,0.3,0.032,16,5.6,1,6.8,1.5
Bucket,MJS0000067062652,9,102,SCI,11.75,12.22,11.985,11.5,11.9,86.43,4.26,7.27,87.27,2.39,8.38,87.42,4.77,9.21,86.49,4.27,7.24,87.33,2.39,8.34,87.48,4.76,9.17,86.46,4.265,7.255,87.3,2.39,8.36,87.45,4.765,9.19,85.29,4.71,8.16,86.23,2.64,9.39,86.4,5.29,10.29,85.57,4.79,8.26,86.52,2.67,9.51,86.69,5.36,10.43,10.7,9,+−+−,0.3,0.032,16,5.6,1,6.8,1.71
Bucket,MJS0000067128900,9,103,SCI,12.29,12.33,12.31,12.1,12.4,86.73,4.12,6.93,87.54,2.32,7.98,87.69,4.6,8.8,86.7,4.15,6.92,87.51,2.33,7.96,87.66,4.61,8.78,86.715,4.135,6.925,87.525,2.325,7.97,87.675,4.605,8.79,85.74,4.73,8.15,86.69,2.64,9.38,86.85,5.27,10.29,85.75,4.81,8.39,86.72,2.67,9.66,86.88,5.37,10.58,10.8,9,+−+−,0.3,0.032,16,5.6,1,6.8,1.46
Bucket,MJS0000067162609,9,104,SCI,11.84,12.58,12.21,11.8,12.5,86.41,4.26,7.25,87.26,2.39,8.35,87.41,4.76,9.19,86.59,4.2,7.14,87.42,2.35,8.21,87.56,4.68,9.04,86.5,4.23,7.195,87.34,2.37,8.28,87.485,4.72,9.115,85.11,4.69,8.16,86.05,2.62,9.4,86.22,5.26,10.28,85.14,4.71,8.2,86.08,2.62,9.45,86.24,5.27,10.34,11.2,9,+−+−,0.3,0.032,16,5.6,1,6.8,1.68
Kickstand,MJS0000067343290,10,105,SCI,11.52,11.44,11.48,10.8,11.3,85.22,5.33,9.28,86.29,3.03,10.6,86.48,5.96,11.68,85.39,5.32,9.25,86.42,2.98,10.59,86.62,5.91,11.63,85.305,5.325,9.265,86.355,3.005,10.595,86.55,5.935,11.655,85,5.58,9.91,86.11,3.12,11.38,86.31,6.29,12.43,85.04,5.63,9.79,86.18,3.12,11.17,86.37,6.28,12.26,11.3,10,+−++,0.3,0.032,16,8.4,1,6.8,3.51
Kickstand,MJS0000067207694,10,106,SCI,11.91,11.58,11.745,11.71,11.92,85.37,5.33,9.2,86.4,3,10.54,86.6,5.94,11.59,85.25,5.45,9.64,86.32,3.06,11.03,86.52,6.13,12.07,85.31,5.39,9.42,86.36,3.03,10.785,86.56,6.035,11.83,85.22,5.58,9.95,86.34,3.12,11.41,86.49,6.28,12.51,85.45,5.3,9.13,86.49,2.96,10.46,86.66,5.94,11.5,10.6,10,+−++,0.3,0.032,16,8.4,1,6.8,3.67
Kickstand,MJS0000067423717,10,107,SCI,12.15,11.92,12.035,11.29,11.8,85.2,5.32,9.22,86.23,2.99,10.57,86.43,5.96,11.62,85.37,5.25,9.13,86.41,2.94,10.48,86.6,5.87,11.51,85.285,5.285,9.175,86.32,2.965,10.525,86.515,5.915,11.565,85.09,5.46,9.6,86.18,3.05,11.02,86.37,6.11,12.09,85.08,5.5,9.55,86.17,3.07,10.95,86.36,6.14,12.03,11.1,10,+−++,0.3,0.032,16,8.4,1,6.8,3.42
Kickstand,MJS0000067423801,10,108,SCI,11.9,11.77,11.835,10.92,11.49,85.19,5.3,9.15,86.22,2.98,10.49,86.42,5.94,11.54,85.35,5.21,9.1,86.39,2.93,10.43,86.58,5.84,11.46,85.27,5.255,9.125,86.305,2.955,10.46,86.5,5.89,11.5,84.83,5.54,9.74,85.93,3.1,11.17,86.13,6.21,12.26,84.9,5.55,9.66,86,3.11,11.08,86.2,6.22,12.16,11.5,10,+−++,0.3,0.032,16,8.4,1,6.8,3.37
Kickstand,MJS0000067423732,10,109,SCI,12.46,11.98,12.22,11.67,12.26,85.23,5.35,9.35,86.28,3,10.71,86.48,6.01,11.76,85.3,5.36,9.43,86.37,3,10.82,86.56,6.01,11.87,85.265,5.355,9.39,86.325,3,10.765,86.52,6.01,11.815,84.98,5.66,10.12,86.12,3.15,11.6,86.31,6.34,12.71,85.02,5.65,9.92,86.15,3.16,11.37,86.35,6.32,12.48,11.6,10,+−++,0.3,0.032,16,8.4,1,6.8,3.64
Kickstand,MJS0000067343183,10,110,SCI,12.51,12.05,12.28,11.66,11.96,85.26,5.31,9.23,86.29,2.98,10.57,86.49,5.94,11.62,85.4,5.26,9.25,86.45,2.94,10.61,86.64,5.89,11.65,85.33,5.285,9.24,86.37,2.96,10.59,86.565,5.915,11.635,84.98,5.62,10.08,86.11,3.13,11.56,86.3,6.29,12.66,85.06,5.62,9.83,86.18,3.13,11.28,86.38,6.27,12.37,11.4,10,+−++,0.3,0.032,16,8.4,1,6.8,3.49
Bucket,MJS0000067207139,10,111,SCI,12.55,12.87,12.71,12,12,85.69,5.23,9.1,86.73,2.92,10.44,86.92,5.84,11.48,85.73,5.27,9.11,86.77,2.94,10.45,86.96,5.87,11.5,85.71,5.25,9.105,86.75,2.93,10.445,86.94,5.855,11.49,84.13,5.8,10.54,85.31,3.22,12.09,85.52,6.53,13.19,83.5,5.85,10.49,84.67,3.25,12.04,84.88,6.55,13.15,11.5,10,+−++,0.3,0.032,16,8.4,1,6.8,3.34
Bucket,MJS0000067063133,10,112,SCI,11.46,12.35,11.905,11.9,12.4,85.41,5.33,9.1,86.46,2.99,10.45,86.65,5.94,11.51,85.57,5.32,9.11,86.61,2.98,10.46,86.8,5.92,11.52,85.49,5.325,9.105,86.535,2.985,10.455,86.725,5.93,11.515,83.64,5.87,10.47,84.82,3.27,12.03,85.03,6.58,13.14,83.43,5.81,10.3,84.59,3.22,11.83,84.79,6.49,12.93,10.9,10,+−++,0.3,0.032,16,8.4,1,6.8,3.32
Bucket,MJS0000067062718,10,113,SCI,11.57,12.1,11.835,12.1,12.7,85.52,5.26,9.01,86.55,2.95,10.34,86.75,5.88,11.39,85.63,5.24,8.98,86.66,2.93,10.31,86.85,5.84,11.35,85.575,5.25,8.995,86.605,2.94,10.325,86.8,5.86,11.37,83.95,5.88,10.54,85.14,3.27,12.1,85.35,6.59,13.21,83.29,5.77,10.32,84.44,3.2,11.84,84.65,6.46,12.94,11.5,10,+−++,0.3,0.032,16,8.4,1,6.8,3.22
Bucket,MJS0000067063428,10,114,SCI,11.77,11.91,11.84,11.6,11.9,85.6,5.23,8.96,86.62,2.93,10.29,86.82,5.84,11.33,85.58,5.24,8.94,86.6,2.94,10.27,86.79,5.84,11.31,85.59,5.235,8.95,86.61,2.935,10.28,86.805,5.84,11.32,84.44,5.81,10.39,85.61,3.23,11.94,85.81,6.51,13.04,84.45,5.94,10.65,85.64,3.29,12.23,85.84,6.63,13.36,11.5,10,+−++,0.3,0.032,16,8.4,1,6.8,3.17
Bucket,MJS0000067129018,10,115,SCI,13.2,13.18,13.19,12.3,12.6,85.93,5.12,8.75,86.94,2.86,10.05,87.13,5.7,11.07,85.95,5.1,8.62,86.94,2.86,9.9,87.13,5.66,10.92,85.94,5.11,8.685,86.94,2.86,9.975,87.13,5.68,10.995,84.64,5.82,10.39,85.81,3.23,11.94,86.02,6.5,13.04,85.32,5.93,10.47,86.5,3.28,12.03,86.7,6.59,13.16,9.9,10,+−++,0.3,0.032,16,8.4,1,6.8,2.9
Bucket,MJS0000067207420,10,116,SCI,12.12,12.36,12.24,12.1,12.3,85.57,5.36,9.26,86.63,2.99,10.64,86.82,5.97,11.7,85.67,5.33,9.14,86.71,2.98,10.49,86.9,5.93,11.56,85.62,5.345,9.2,86.67,2.985,10.565,86.86,5.95,11.63,83.89,5.85,10.47,85.06,3.25,12.03,85.27,6.56,13.13,84.62,5.96,10.64,85.81,3.3,12.22,86.01,6.65,13.35,9.9,10,+−++,0.3,0.032,16,8.4,1,6.8,3.42
